index,sample,fluoroscein (uM),sulforhodamine (uM),cascade blue (uM),NanoCym beads (1/mL),double distilled water (uL),PBS (uL),http://igem.org/engineering/test_execution/ActivityEdgeFlow239/LiteralIdentified1/Dataset1/SampleData1,wavelength
B11,G9,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,H9,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,G10,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,H10,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,G11,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,H11,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,G12,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B11,H12,0.0048828125,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G1,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H1,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G2,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H2,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G3,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H3,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G4,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H4,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G5,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H5,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G6,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H6,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G7,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H7,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G8,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H8,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G9,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H9,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G10,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H10,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G11,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H11,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,G12,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
B12,H12,0.0,0.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G1,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H1,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G2,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H2,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G3,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H3,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G4,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H4,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G5,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H5,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G6,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H6,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G7,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H7,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G8,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H8,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G9,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H9,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G10,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H10,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G11,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H11,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,G12,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C1,H12,0.0,1.0,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G1,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H1,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G2,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H2,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G3,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H3,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G4,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H4,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G5,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H5,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G6,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H6,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G7,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H7,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G8,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H8,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G9,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H9,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G10,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H10,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G11,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H11,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,G12,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C2,H12,0.0,0.5,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G1,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H1,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G2,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H2,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G3,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H3,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G4,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H4,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G5,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H5,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G6,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H6,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G7,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H7,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G8,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H8,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G9,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H9,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G10,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H10,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G11,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H11,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,G12,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C3,H12,0.0,0.25,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G1,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H1,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G2,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H2,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G3,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H3,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G4,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H4,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G5,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H5,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G6,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H6,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G7,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H7,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G8,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H8,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G9,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H9,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G10,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H10,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G11,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H11,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,G12,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C4,H12,0.0,0.125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G1,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H1,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G2,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H2,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G3,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H3,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G4,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H4,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G5,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H5,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G6,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H6,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G7,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H7,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G8,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H8,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G9,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H9,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G10,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H10,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G11,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H11,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,G12,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C5,H12,0.0,0.0625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G1,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H1,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G2,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H2,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G3,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H3,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G4,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H4,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G5,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H5,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G6,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H6,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G7,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H7,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G8,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H8,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G9,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H9,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G10,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H10,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G11,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H11,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,G12,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C6,H12,0.0,0.03125,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,G1,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,H1,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,G2,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,H2,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,G3,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,H3,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,G4,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
C7,H4,0.0,0.015625,0.0,0.0,0,200,,http://igem.org/engineering/interlab/CallBehaviorAction64/ValuePin1/LiteralIdentified1/Measure1
